Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene10276	2857	2577	1486	1995	2202	2009	2376	1297	1716	3029	2143	7732
gene10277	1585	1192	704	979	1191	869	888	630	630	1174	829	3011
gene10278	2883	2763	1722	2313	2226	2222	2172	1372	932	2179	1482	5364
gene10279	7	0	0	2	1	6	1	1	0	3	1	5
gene10280	300	287	128	157	253	381	336	183	791	1627	773	3631
gene10281	13	12	0	3	10	17	11	2	14	26	10	47
gene10282	4578	4129	1946	2296	3563	3260	2837	1641	2826	5516	3009	10234
gene10283	0	0	0	0	0	0	0	0	0	0	0	0
gene10284	1113	1150	535	817	1171	1384	1180	637	649	2029	1006	3709
gene10285	553	399	257	396	379	358	434	260	447	653	504	1969
gene10286	308	262	178	184	202	220	264	151	293	492	349	1327
gene10287	82	121	76	78	11	12	33	5	110	157	33	280
gene10288	13354	11415	6980	9997	11511	9752	10325	6656	4531	8648	6328	23354
gene10289	70	28	16	64	45	21	33	30	33	34	26	131
gene10290	1	1	0	1	4	0	0	0	0	1	0	0
gene10291	1644	1448	687	946	1350	1280	943	633	704	1383	711	2588
gene10292	225	121	81	152	211	106	135	111	225	274	216	918
gene10293	0	0	0	0	0	1	0	0	2	2	0	0
gene10294	0	1	0	2	0	0	0	3	0	2	1	2
gene10295	573	539	348	487	512	522	497	353	315	604	378	1540
gene10296	4379	3632	2278	3216	3125	2755	3192	1944	1380	2751	2007	7630
gene10297	6187	4830	3105	4465	4548	3982	4406	2772	2518	4500	3735	13073
gene10298	4	2	1	2	1	4	6	0	0	2	0	6
gene10299	433	407	396	295	228	194	302	115	172	377	354	1138
gene10300	41	61	36	28	26	36	25	16	24	81	38	147
gene10301	0	0	0	0	0	0	0	0	0	0	0	0
gene10302	4	0	1	1	1	0	0	0	2	0	1	10
gene10303	1	0	0	0	2	0	1	0	1	0	2	1
gene10304	10	11	0	5	4	0	8	1	3	2	4	17
gene10305	0	0	0	0	0	0	0	0	0	0	0	0
gene10306	0	0	0	0	0	0	0	0	0	0	0	1
gene10307	4960	3719	2396	3471	3771	2820	3473	2100	1989	3560	2566	10098
gene10308	5	6	3	8	4	7	6	5	3	8	9	70
gene10309	477	361	119	390	258	306	219	162	73	204	81	647
gene10310	9	6	5	5	13	10	13	6	1	0	1	0
gene10311	11	5	0	5	0	6	4	5	0	5	7	17
gene10312	6	5	4	7	4	1	3	6	10	8	8	30
gene10313	3555	3312	1827	2303	2883	2471	2632	1469	1537	3073	1948	7100
gene10314	23	23	15	13	20	38	30	22	11	19	10	21
gene10315	50	24	26	68	39	27	41	32	24	26	24	187
gene10316	4177	3282	2287	3337	3819	3179	3944	2227	1767	3259	2890	10530
gene10317	29	28	19	21	26	35	17	13	15	19	18	94
gene10318	5439	4575	3026	3607	4402	3761	4098	2175	2586	4508	3537	10721
gene10319	1162	903	475	704	1015	756	699	411	720	1167	749	2563
gene10320	4440	4420	2544	3791	3495	3806	3554	2267	2050	4387	2855	10420
gene10321	4711	4282	2465	3182	3716	3519	3449	1987	2358	4797	3136	11161
gene10322	2407	2007	1193	1902	2108	1717	1862	1196	1287	2201	1626	6393
gene10323	0	0	0	0	0	0	0	0	0	0	1	0
gene10325	3	2	2	2	1	0	0	0	3	1	4	14
gene10326	31	23	25	39	23	10	39	23	22	46	37	101
gene10328	0	1	2	2	0	0	3	0	4	3	6	5
gene10329	0	1	0	1	0	0	1	1	1	6	0	3
gene10330	0	0	0	0	0	0	0	0	2	0	1	2
gene10331	1	0	0	0	0	0	0	0	0	2	0	1
gene10332	0	1	0	0	0	0	1	0	1	0	1	3
gene10333	542	587	200	230	240	227	209	87	435	643	295	1204
gene10334	536	527	228	259	237	186	131	95	242	427	206	697
gene10335	80	47	24	60	30	33	35	17	38	84	41	160
gene10336	2154	1798	939	1078	1564	1398	1173	726	1024	1769	1153	3569
gene10337	170	157	52	61	65	85	64	32	78	182	96	256
gene10338	230	258	137	172	251	266	217	138	154	347	250	689
gene10339	2262	1825	1265	1986	1925	1498	1981	1100	977	1683	1331	5776
gene10340	176	112	64	88	110	90	89	42	134	149	121	475
gene10341	1004	632	551	738	767	606	643	411	740	1059	716	2960
gene10342	176	131	74	70	134	76	54	31	100	155	111	345
gene10343	3546	2890	1739	2719	2970	2436	2934	1841	1588	3206	2587	10281
gene10344	2351	1680	902	1193	2040	1681	1456	884	1552	2464	1553	5584
gene10345	2425	1963	1223	1556	1813	1551	1488	857	1035	1729	1169	4330
gene10346	3327	2699	1562	2132	2617	2189	2257	1364	1376	2638	1872	5857
gene10347	1302	947	643	976	1114	788	1066	627	623	1058	880	3436
gene10348	1712	1029	665	1022	1283	864	899	641	782	946	835	3486
gene10349	2180	2200	1385	1977	1849	1693	1963	1226	851	1824	1367	5036
gene10350	43	52	23	29	30	55	39	24	37	90	46	144
gene10351	2	9	2	1	4	7	14	2	0	7	1	17
gene10352	4	7	10	1	5	7	16	16	8	6	8	57
gene10353	74	66	52	39	79	59	73	54	40	47	57	154
gene10354	1	1	5	2	6	47	27	8	1	14	11	75
gene10355	1346	1006	472	566	1232	840	601	388	771	1350	693	2564
gene10356	0	0	0	0	0	0	2	0	0	0	0	0
gene10357	2016	824	680	1102	1769	300	465	427	1	0	0	1
gene10358	625	393	247	404	615	275	332	259	80	104	69	295
gene10359	868	795	277	358	739	557	370	227	228	429	199	520
gene10360	402	226	165	133	17	6	12	1	33	19	10	47
gene10361	1300	1053	421	609	909	855	594	403	610	1057	530	1869
gene10362	14169	9935	5426	8314	11271	8194	7807	5474	5353	9502	6484	25431
gene10363	8	2	1	7	0	0	1	0	2	2	6	16
gene10364	13	9	9	3	12	2	22	6	4	2	4	19
gene10365	150	95	51	85	128	60	67	38	28	56	26	120
gene10366	0	0	0	0	0	0	0	0	0	0	0	0
gene10367	0	0	0	0	0	1	1	0	0	0	0	1
gene10368	9	1	1	0	1	0	0	0	0	0	0	2
gene10369	2711	2020	1261	1705	2048	1646	1775	1135	1265	2350	1568	5563
gene10370	5	10	4	4	5	3	4	1	6	6	5	13
gene10371	1030	1127	635	749	948	970	790	497	711	1455	834	2841
gene10372	3893	2471	1250	1565	3010	2087	1694	1191	2128	2975	1675	5771
gene10373	4485	3668	1869	2884	3823	3348	2866	2095	1519	3205	1872	7391
gene10374	337	251	186	225	231	161	217	108	85	103	88	371
gene10375	0	0	0	1	0	0	1	0	0	0	1	4
gene10376	0	0	0	0	0	1	0	1	2	0	3	8
gene10377	0	0	0	0	0	0	0	0	2	0	0	0
gene10378	18	13	8	13	29	11	15	13	45	31	17	66
gene10379	3	2	1	0	7	2	5	1	16	14	7	38
gene10380	497	32	77	44	268	82	146	105	1900	323	244	2877
gene10381	14	0	4	0	0	0	2	0	44	15	14	41
gene10382	212	138	105	124	131	97	170	56	438	551	196	1310
gene10383	4	2	1	0	1	1	0	0	20	6	0	7
gene10384	29	13	10	17	15	5	17	9	17	20	11	39
gene10385	1062	912	513	637	780	759	878	366	619	1120	702	2667
gene10386	417	549	184	234	192	254	185	77	495	854	375	1455
gene10387	636	435	311	450	560	340	548	286	285	441	363	1715
gene10388	2835	2747	1405	2226	2235	2779	3102	1507	1610	3704	2192	10569
gene10389	2	0	1	1	0	1	0	1	1	1	1	2
gene10390	1615	1220	681	928	1308	1077	1101	575	740	1158	651	3081
gene10391	3620	2581	1691	2337	2764	2173	2550	1470	2106	2894	2290	9696
gene10392	1475	1548	757	1054	909	1313	1324	503	1404	2921	1583	7202
gene10393	0	0	0	0	0	0	0	0	2	0	0	1
gene10394	1212	1040	595	813	1059	935	932	460	491	1050	629	2245
gene10395	695	559	682	670	586	420	969	416	379	628	780	2316
gene10396	424	272	142	264	137	277	150	188	506	489	218	1413
gene10397	424	291	167	235	229	186	254	118	196	255	204	629
gene10398	7661	5653	3635	4841	5846	4508	5419	3229	2890	5091	3626	13794
gene10399	1257	1281	785	1210	940	1058	1281	798	797	1629	1177	5277
gene10400	4075	3273	1861	2473	3453	2806	2831	1662	2333	4348	2374	9767
gene10401	12808	9187	4641	6833	11452	8315	9337	5521	5468	9258	6323	24644
gene10402	2	0	1	3	12	6	6	3	2	2	0	17
gene10403	5	3	0	5	10	12	6	2	1	3	3	10
gene10404	1636	1390	595	709	1847	1898	1785	569	737	1371	706	2402
gene10405	958	711	539	780	748	581	967	502	558	812	838	2957
gene10406	306	259	168	264	269	168	274	141	212	310	285	1016
gene10407	1	0	0	0	3	0	1	0	0	0	0	0
gene10408	61	36	22	24	33	40	36	16	14	18	18	82
gene10409	463	344	152	193	385	317	279	125	213	379	183	839
gene10410	872	620	417	558	724	520	716	409	333	505	427	1549
gene10411	5981	5010	3012	4547	4714	4281	5327	2723	3034	5702	3276	15144
gene10412	1671	1496	893	1325	1593	1388	1511	865	783	1368	1047	4192
gene10413	18	7	0	6	6	1	6	4	6	1	3	13
gene10414	16	9	10	17	21	5	14	7	1	1	1	5
gene10415	12	6	8	14	8	5	6	5	3	3	13	42
gene10416	3095	2649	1912	2474	2619	2029	2510	1527	1466	2688	2215	7915
gene10417	386	303	91	150	251	340	219	104	208	467	176	658
gene10418	132	87	62	115	90	55	99	43	103	117	91	370
gene10419	3	0	1	1	1	0	1	0	0	0	0	0
gene10420	1269	742	394	707	939	645	696	420	448	706	447	2020
gene10421	1784	1349	854	1436	1588	1255	1437	784	570	1091	730	3420
gene10422	1220	1096	688	1023	1030	877	1070	641	629	1139	935	3741
gene10423	35	67	11	19	38	66	43	12	27	80	36	123
gene10424	0	0	0	0	0	0	0	0	0	0	0	0
gene10425	43875	35968	22507	32682	36623	29802	35346	21329	16977	34073	24101	94667
gene10426	1	0	0	0	0	4	2	0	2	2	6	8
gene10427	86	65	38	50	64	67	78	26	54	70	43	177
gene10428	40	18	15	19	41	27	19	7	39	39	22	62
gene10429	18433	16097	9085	13072	15368	16337	19652	9647	10410	23449	14978	56201
gene10430	2	18	3	0	5	21	7	5	2	11	7	3
gene10431	1395	1190	656	1025	1613	1165	1334	774	902	1513	1136	4481
gene10432	16	3	2	1	23	6	13	13	2	7	4	7
gene10433	85	53	26	51	232	126	118	86	61	85	53	195
gene10434	0	0	0	0	0	0	0	0	0	0	0	0
gene10435	5765	3976	2239	3381	8308	7008	6806	4525	3212	5791	3629	13534
gene10436	2530	2045	1426	2051	2333	1984	2560	1412	1282	2172	1648	6760
gene10437	16	18	5	16	8	21	7	5	11	15	9	33
gene10438	1600	1022	596	790	1296	786	872	467	709	993	736	2966
gene10439	833	781	579	646	882	806	899	461	371	669	613	1656
gene10440	413	412	240	291	345	344	362	203	428	997	526	1932
gene10441	15	36	23	15	24	56	57	20	41	65	52	121
gene10442	0	0	1	0	0	0	0	0	0	0	0	0
gene10443	336	334	171	153	207	202	231	79	666	942	596	1545
gene10444	51	47	18	22	35	55	47	15	62	106	39	212
gene10445	5913	5714	2707	4161	4225	4250	4292	2538	2682	5793	3488	15520
gene10446	0	0	0	0	0	0	0	0	0	0	0	0
gene10447	128	81	36	53	67	57	80	30	41	86	86	258
gene10448	2876	2295	1898	3149	2461	2018	2989	2089	1257	2494	2299	10332
gene10449	1632	1430	1014	1461	1391	1332	1655	879	1440	2080	1494	6952
gene10450	37	45	13	34	44	34	25	22	20	69	34	183
gene10451	6538	5541	3487	4633	5786	5134	5832	3084	3578	6975	4375	18018
gene10452	1866	1773	924	1310	1581	1639	1439	870	845	1801	1050	4123
gene10453	1506	994	693	1101	1238	957	1078	659	365	582	427	1888
gene10454	1315	911	738	1054	1047	728	1092	693	754	1218	904	4016
gene10455	1964	1302	791	1055	1589	1259	1275	736	727	1288	868	3476
gene10456	1389	1059	655	865	1055	795	926	466	927	1500	1055	3808
gene10457	74	65	63	73	61	54	73	35	12	16	34	66
gene10458	4	1	2	3	0	1	5	0	1	0	2	9
gene10459	381	280	203	262	219	195	226	125	283	434	402	1409
gene10460	0	0	0	0	2	0	0	0	2	0	0	4
gene10461	949	872	488	868	616	697	899	448	604	1308	982	3605
gene10462	44	32	14	20	36	24	39	25	56	97	35	228
gene10463	2441	1808	1077	1695	1942	1559	1671	995	1272	2436	1425	6636
gene10464	121	129	67	79	129	142	158	77	144	242	136	613
gene10465	95	120	29	42	77	153	117	32	30	79	33	166
gene10466	1	9	2	1	1	6	4	1	0	8	2	19
gene10467	2484	1647	1098	1455	2037	1423	1752	905	1299	1932	1360	5666
gene10468	81	30	32	52	63	25	55	31	36	40	41	200
gene10469	5836	4789	2499	3554	4485	4776	4951	2791	2018	4228	2872	10256
gene10470	1091	991	580	920	906	944	991	524	565	1192	657	3154
gene10471	0	0	1	0	1	0	2	1	1	1	0	1
gene10472	1106	965	420	586	839	938	922	423	450	877	458	2145
gene10473	2949	2388	1526	2537	2595	2008	2479	1681	1907	3582	2537	10201
gene10474	3152	2773	1735	2094	2638	2301	2403	1267	1697	3251	2285	7896
gene10475	562	279	251	267	325	151	364	149	390	408	454	1288
gene10476	1509	1261	735	1366	1127	1326	1529	907	666	1448	1060	5537
gene10477	506	544	201	336	266	329	303	206	751	1734	721	4369
gene10478	9	19	7	9	14	17	19	9	35	97	52	349
gene10479	16	2	4	1	7	11	24	14	54	90	67	379
gene10480	4	0	4	2	2	0	4	1	0	0	0	11
gene10481	3662	2962	1633	2521	2829	2394	2376	1653	1596	2867	1561	7281
gene10482	0	0	0	0	0	0	0	0	0	1	2	10
gene10483	2457	1721	1113	1911	1809	1427	1830	1300	855	1245	1005	4835
gene10484	621	624	323	447	581	614	590	368	270	588	346	1458
gene10485	1712	1227	783	1163	1651	977	1379	784	735	1138	854	3773
gene10486	3873	2817	1659	2606	3015	2136	2250	1635	1539	2481	1738	6724
gene10487	246	282	134	148	111	150	178	103	328	624	301	1272
gene10488	35	32	9	5	20	15	17	6	16	26	12	16
gene10489	1237	1246	505	780	1112	1043	985	559	566	1083	528	2150
gene10490	2	3	1	2	4	1	3	3	0	0	0	1
gene10491	220	150	106	159	206	143	161	76	95	126	107	459
gene10492	21	24	9	38	33	29	19	14	20	28	28	111
gene10493	18	5	15	4	14	10	5	1	7	31	2	9
gene10494	2	2	0	3	0	1	3	1	0	5	0	7
gene10495	0	0	0	0	0	0	0	0	0	0	0	0
gene10496	0	0	0	0	0	0	1	0	0	0	0	2
gene10497	0	1	0	1	1	0	0	0	2	1	2	10
gene10498	3	4	3	2	1	1	3	1	0	1	1	0
gene10499	327	109	82	88	177	58	110	47	122	131	121	284
gene10500	4	5	1	4	5	0	3	2	4	4	2	4
gene10501	2351	2027	1237	1486	1958	1570	1852	918	1047	2014	1464	4711
gene10502	5	4	0	0	81	41	88	51	25	8	7	79
gene10503	39	33	18	16	39	37	38	19	22	50	29	92
gene10504	14	16	5	12	24	25	25	36	5	11	10	41
gene10505	1246	1039	599	975	1050	855	1053	591	727	1334	806	3717
gene10506	2675	2047	1405	2156	2524	1698	1946	1345	976	1746	1230	5571
gene10507	1107	876	493	701	877	666	663	428	812	1138	810	3099
gene10508	1624	1550	869	1258	1306	1321	1380	843	1025	2027	1368	5197
gene10509	155	138	70	101	37	62	74	18	109	204	95	388
gene10510	4454	2774	1836	2453	3496	2066	2630	1576	2176	3082	2324	8309
gene10511	6	9	2	2	4	3	20	2	4	3	1	29
gene10512	1601	1363	749	995	1180	835	1110	596	1009	1753	1247	4657
gene10513	7	7	1	1	6	2	4	2	6	5	3	16
gene10514	266	262	133	189	194	133	183	110	134	181	110	461
gene10515	3	0	0	1	2	0	0	1	0	0	0	3
gene10516	10853	10256	6711	9016	8238	8274	11484	5913	7378	14248	11579	46467
gene10517	0	0	0	0	0	0	0	0	0	0	0	0
gene10518	37	20	22	35	30	48	43	35	62	65	54	234
gene10519	42	27	14	38	30	30	30	14	34	38	32	136
gene10520	4710	3759	2301	3436	3535	3148	3788	2238	1889	3589	2751	10376
gene10521	6	9	12	12	6	12	14	8	5	6	10	17
gene10522	5855	5194	3185	4587	4908	4441	4909	2908	3132	5777	3682	15638
gene10523	0	0	0	0	4	0	0	0	0	0	0	0
gene10524	166	174	85	118	145	133	132	69	83	176	108	407
gene10525	5448	4923	3195	4097	3987	3661	4624	2581	2607	5168	3998	13757
gene10526	174	179	121	100	163	151	165	52	157	275	173	460
gene10527	190	138	108	170	205	140	160	112	85	162	142	541
gene10528	868	694	375	504	639	579	564	347	467	713	459	1604
gene10529	3000	2198	1477	2108	2455	1847	2148	1379	1405	2206	1744	6509
gene10530	355	297	231	195	196	257	460	184	767	1055	487	2483
gene10531	0	0	0	0	0	0	0	0	1	0	0	0
gene10532	28	22	16	17	36	16	29	16	35	28	35	111
gene10533	1334	1093	660	896	1141	946	1001	526	897	1662	1109	4032
gene10534	0	0	0	0	0	0	0	0	0	0	0	0
gene10535	0	0	0	0	0	0	0	0	0	0	0	2
gene10536	157	173	97	80	117	124	128	70	250	285	141	679
gene10537	100	39	30	28	29	10	34	27	314	171	36	453
gene10538	1	0	0	0	0	0	0	0	1	0	0	1
gene10539	0	0	0	0	0	0	0	0	0	0	0	0
gene10540	0	3	0	0	0	0	0	0	9	2	0	0
gene10541	0	0	0	0	0	0	0	0	0	0	0	0
gene10542	2	0	1	0	4	2	2	1	0	0	0	0
gene10543	0	0	0	0	0	0	0	0	0	0	0	0
gene10544	0	0	0	0	0	0	0	0	0	0	0	0
gene10545	0	0	0	0	0	0	0	0	0	0	0	0
gene10546	0	0	0	0	0	0	0	0	0	0	0	0
gene10547	0	0	0	0	0	0	0	0	0	0	0	2
gene10548	0	0	0	0	0	0	0	0	0	0	0	0
gene10549	0	0	0	0	0	0	0	0	0	0	0	0
gene10550	543	430	262	398	585	283	365	351	446	517	399	1802
gene10551	0	5	1	2	8	1	7	2	1	7	9	8
gene10552	611	460	514	353	937	538	1149	409	951	1065	1413	2837
gene10553	0	0	0	0	0	0	0	0	0	0	0	0
gene10554	4	6	3	4	9	5	9	0	5	10	12	29
gene10555	1450	962	570	755	1086	809	725	480	826	1151	743	2745
gene10556	15468	11312	7447	12122	13094	9504	11481	7581	6683	10683	8572	34497
gene10557	1	2	0	0	0	0	0	0	0	1	0	1
gene10558	0	0	0	0	0	0	2	0	0	0	0	0
gene10559	12	13	10	17	15	5	12	9	10	6	20	72
gene10560	196	211	131	166	183	149	250	108	137	187	204	678
gene10561	1816	1658	662	888	1346	1169	905	519	905	1685	785	2626
gene10562	2414	1702	939	1592	1104	721	1096	645	1589	1927	1324	6499
gene10563	0	1	0	0	2	0	0	0	0	0	0	0
gene10564	350	278	133	196	124	136	136	62	342	469	331	1387
gene10565	39	165	31	23	47	216	46	27	52	477	104	336
gene10566	681	612	297	317	579	602	497	279	555	733	426	1555
gene10567	228	88	45	75	139	81	38	52	199	139	75	304
gene10568	0	0	0	0	0	0	0	0	0	0	0	0
gene10569	617	590	295	391	550	583	487	251	537	873	500	1990
gene10570	832	627	314	456	631	492	452	305	466	711	431	1571
gene10571	5	1	0	4	0	0	1	4	4	3	3	20
gene10572	458	327	173	202	303	276	212	132	343	513	379	995
gene10573	24	34	6	18	24	14	9	3	10	24	10	46
gene10574	530	409	207	346	372	281	304	160	299	533	359	1432
gene10575	0	1	0	1	0	3	0	1	1	1	0	4
gene10576	10	4	1	4	6	6	18	4	18	0	4	4
gene10577	960	877	439	579	662	598	539	319	642	1197	644	2330
gene10578	1315	807	511	663	962	717	632	420	1015	1271	853	2869
gene10579	17	20	1	4	10	12	3	3	4	23	4	22
gene10580	628	711	341	486	571	601	456	247	342	755	403	1452
gene10581	3327	2513	1574	2137	2742	2133	1968	1343	1526	2728	2001	7144
gene10582	2532	1582	802	1350	2096	1370	1291	828	1181	1519	928	4344
gene10583	274	356	167	160	231	298	204	112	122	433	192	586
gene10584	26	26	11	13	8	21	10	4	9	13	11	32
gene10585	0	0	0	0	0	0	0	0	0	0	0	0
gene10586	946	781	366	454	477	373	409	200	1306	1280	622	2383
gene10587	46	25	22	31	5	3	2	1	42	25	29	115
gene10588	9	19	24	19	12	20	10	7	24	42	10	45
gene10589	129	63	46	43	73	51	49	30	77	90	67	196
gene10590	1440	1166	581	752	1122	984	830	480	913	1826	1124	4055
gene10591	47	28	14	6	25	13	17	12	20	25	27	50
gene10592	0	0	0	0	0	0	0	0	0	0	0	0
gene10593	0	0	0	0	0	1	0	0	0	0	0	1
gene10594	4	5	5	7	6	4	2	5	4	9	5	23
gene10595	0	0	0	0	0	0	0	0	0	0	0	0
gene10596	2452	2082	989	1422	1680	1598	1279	847	1253	2643	1496	5992
gene10597	0	1	0	0	2	2	4	0	0	4	5	5
gene10598	1991	1879	820	1187	1672	1647	1158	774	734	1371	758	2426
gene10599	0	0	0	1	0	4	0	0	1	2	0	5
gene10600	0	0	0	0	0	0	0	0	0	1	0	2
gene10601	0	0	0	0	0	1	0	0	0	1	1	1
gene10602	0	0	0	0	0	0	0	0	0	0	0	0
gene10603	988	823	309	616	820	711	495	465	649	1115	570	2610
gene10604	3905	3533	1723	2236	3353	2970	2365	1463	1873	3761	2206	7734
gene10605	782	481	217	381	558	368	271	206	624	908	416	1899
gene10606	234	172	102	132	155	157	152	71	103	184	110	462
gene10607	14986	12474	6175	8968	11808	10642	8784	5773	8675	15616	8953	37229
gene10608	223	179	93	150	134	99	104	56	152	236	129	607
gene10609	663	803	328	456	295	433	306	188	350	1024	478	1812
gene10610	2301	1851	951	1155	2026	1620	1259	865	1182	2073	1177	4343
gene10611	2041	2686	1202	1405	1669	2239	1945	904	2224	5533	3219	10199
gene10612	79	95	46	53	28	30	52	27	283	344	175	1070
gene10613	652	563	218	255	504	498	348	187	439	911	421	1345
gene10614	6077	5295	2699	3920	5210	4702	3623	2789	2526	4889	2916	10943
gene10615	3786	2874	2174	3480	3106	2624	2992	2367	1469	2908	2303	9655
gene10616	115	92	44	30	54	84	67	28	239	403	134	800
gene10617	0	0	0	0	0	0	0	0	0	0	0	0
gene10618	7867	6361	3391	4538	5502	4617	4175	2667	3696	6328	4160	14466
gene10619	2929	2611	1068	1366	2368	2297	1485	972	1163	2657	1189	4311
gene10620	34	17	11	15	14	15	13	11	17	18	19	61
gene10621	941	403	344	606	681	293	472	325	520	495	571	2258
gene10622	11276	8713	3582	4746	9054	7577	4856	2968	5178	8818	4233	14159
gene10623	3765	2403	1743	2573	3092	2032	2432	1623	1669	2326	2046	8100
gene10624	2	0	0	0	0	1	0	0	0	0	0	0
gene10625	68	40	24	25	78	65	51	25	60	68	45	195
gene10626	45136	38061	23703	35565	37573	30890	34763	21104	26732	44434	29200	126859
gene10627	2706	1921	1050	1423	1891	1476	1473	861	1470	2378	1585	5292
gene10628	6	3	0	0	0	0	2	0	0	1	0	6
gene10629	2288	1644	741	998	1815	1172	985	635	1278	1917	1049	3296
gene10630	1084	695	343	547	1026	654	478	431	455	666	386	1346
gene10631	0	0	0	0	0	1	0	0	0	1	0	0
gene10632	1026	778	393	602	667	589	453	366	351	592	392	1257
gene10633	33	21	9	10	19	31	12	9	9	14	4	17
gene10634	0	0	0	0	0	0	0	0	0	0	0	0
gene10635	478	398	221	277	277	247	236	167	605	672	356	1441
gene10636	2736	2048	1143	1677	2434	2053	1614	1095	792	1541	979	3528
gene10637	8	19	10	7	13	10	14	1	13	8	13	47
gene10638	190	89	40	84	99	44	73	31	90	97	81	229
gene10639	6239	4313	2370	3275	5147	3694	3410	2113	2846	4790	2902	10114
gene10640	0	0	0	0	0	0	1	0	0	0	0	0
gene10641	0	0	0	0	0	0	0	0	0	0	0	0
gene10642	7084	6388	4118	6100	5381	5033	5513	3684	2663	5338	3943	14760
gene10643	1540	1348	754	1013	1325	1341	1190	753	676	1298	912	2803
gene10644	11	21	8	15	15	19	20	9	28	62	58	173
gene10645	1149	656	415	573	976	686	806	479	450	439	450	1424
gene10646	1417	1125	423	460	1086	1149	556	322	690	1498	567	1654
gene10647	2	3	1	0	1	1	1	0	3	3	0	4
gene10648	742	595	371	409	589	534	508	275	635	1121	694	2543
gene10649	1927	2023	1221	1609	1749	1772	1857	1029	834	1996	1395	4787
gene10650	4404	2899	2000	2862	3295	2425	2700	1841	1867	2803	2361	8570
gene10651	0	2	0	0	2	0	0	2	3	5	2	9
gene10652	2	0	0	1	0	0	0	0	0	3	2	4
gene10653	1	6	5	0	0	2	9	4	0	4	3	1
gene10654	3718	3690	1672	2198	2540	2440	1869	1013	1244	2342	1431	5838
gene10655	40	12	25	23	26	12	22	6	42	57	59	249
gene10656	2024	1701	981	1374	1681	1452	1413	842	1143	2337	1526	5368
gene10657	3453	2638	1245	1674	2806	2304	1896	1209	1955	3095	1659	6277
gene10658	2939	2177	1119	1643	2376	1789	1604	1008	1414	2353	1415	5324
gene10659	0	2	0	0	0	0	0	0	0	0	0	0
gene10660	93	52	29	45	24	13	15	4	15	23	21	131
gene10661	0	0	0	0	0	0	0	0	0	0	0	0
gene10662	77	26	29	55	31	8	26	12	19	13	31	67
gene10663	3111	2169	1259	2404	1083	759	1233	661	746	1177	927	3927
gene10664	525	356	223	372	475	302	299	216	257	356	244	1075
gene10665	403	952	270	185	283	753	511	107	471	2117	860	2068
gene10666	700	894	403	464	917	1107	901	420	933	2789	1669	5402
gene10667	263	185	93	126	141	163	121	65	238	394	221	989
gene10668	1470	1513	515	683	1106	1237	722	398	898	2078	864	2932
gene10669	871	716	429	561	540	662	663	352	487	1324	678	2692
gene10670	711	732	339	544	436	553	585	243	890	2105	1356	5219
gene10671	0	0	0	0	0	0	0	0	0	3	2	0
gene10672	6	5	2	2	2	7	3	2	19	15	6	48
gene10673	127	60	54	117	38	30	38	19	246	141	88	503
gene10674	36	21	45	33	37	17	29	15	151	99	54	257
gene10675	1	2	0	0	1	1	1	0	2	1	4	15
gene10676	211	177	103	91	160	187	157	86	100	207	175	462
gene10677	0	0	0	0	0	0	0	0	0	0	0	0
gene10678	14	4	2	6	10	2	2	2	13	4	2	7
gene10679	1	0	1	1	2	0	2	2	0	3	1	3
gene10680	0	0	0	0	0	0	0	0	0	0	0	0
gene10681	0	2	1	4	1	2	1	0	0	3	1	6
gene10682	275	139	104	148	225	125	156	113	281	213	244	1060
gene10683	144	102	53	62	119	54	85	47	75	91	117	300
gene10684	1949	1740	647	957	1971	1710	1185	739	1256	2254	956	4235
gene10685	2574	1814	1055	1399	2168	1560	1497	1005	932	1501	1073	3649
gene10686	210	94	68	146	224	73	134	88	125	120	90	444
gene10687	0	0	0	0	2	0	1	0	1	0	0	0
gene10688	489	439	202	229	463	311	215	150	192	388	205	753
gene10689	5149	4325	1726	2090	3440	3165	2228	1331	2660	5291	2408	8208
gene10690	25	47	5	13	11	15	13	6	22	54	21	73
gene10691	453	412	200	330	211	210	180	99	258	494	285	1118
gene10692	0	0	0	0	0	0	0	0	0	0	0	0
gene10693	0	1	1	0	0	1	0	0	0	0	0	1
gene10694	0	1	1	0	0	0	0	0	0	1	2	1
gene10695	1	0	1	0	0	2	0	0	0	2	0	0
gene10696	4890	5098	2121	2752	2673	2932	2263	1306	1343	3361	1900	6195
gene10697	0	0	0	0	0	0	0	0	0	0	0	0
gene10698	2	0	0	0	0	0	1	0	0	1	0	0
gene10699	0	0	0	0	0	0	0	0	0	0	0	0
gene10700	360	316	167	172	355	218	252	127	150	150	119	338
gene10701	8	9	4	5	1	3	4	2	7	23	21	80
gene10702	28	36	13	12	33	28	20	11	15	21	14	48
gene10703	141	89	86	86	127	76	113	67	162	203	132	557
gene10704	1713	1818	1031	1290	1367	1441	1512	875	1112	2280	1443	5278
gene10705	25106	19415	11573	18054	20101	16584	18189	10571	11513	21806	14848	60960
gene10706	92	96	64	76	103	93	120	56	171	230	130	626
gene10707	478	252	177	265	392	230	259	151	222	327	250	927
gene10708	2832	2181	1295	1712	2297	1944	1929	1178	1117	2139	1507	4869
