Geneid	583FL	583HL	583K	595FL	595HL	595K	707FL	707HL	707K	710FL	710HL
DNOV00008227	100	102	79	63	73	48	147	112	93	62	101
DNOV00008228	0	1	0	0	1	0	0	0	0	0	1
DNOV00008229	2	1	0	2	0	1	0	0	0	0	0
DNOV00008230	7	14	11	3	3	5	12	18	5	0	2
DNOV00008231	1426	2387	1012	893	1120	624	1816	1396	1014	934	1277
DNOV00008232	564	961	418	481	564	236	1202	1011	612	321	586
DNOV00008233	377	234	322	332	164	223	655	337	394	283	332
DNOV00008234	526	450	315	293	303	228	768	413	371	305	329
DNOV00008235	2664	3883	1923	1823	2304	1351	5371	3873	2718	2128	2846
DNOV00008236	180	273	168	90	102	49	215	154	98	112	123
DNOV00008237	58	46	37	41	26	24	28	19	15	5	7
DNOV00008238	1973	2241	1463	1150	1217	709	2517	1641	1201	1096	1259
DNOV00008239	332	380	248	195	215	165	535	397	261	203	287
DNOV00008240	64	47	53	38	30	15	104	48	42	24	30
DNOV00008241	0	0	0	0	1	0	0	0	0	0	0
DNOV00008242	1136	1765	887	644	965	548	2229	1732	1082	871	1214
DNOV00008243	484	786	389	296	387	214	804	516	418	293	434
DNOV00008244	706	1222	548	497	618	313	1081	916	561	409	665
DNOV00008245	0	0	0	0	0	0	0	0	0	0	0
DNOV00008246	0	0	0	0	0	0	0	0	0	1	0
DNOV00012360	0	0	0	0	0	0	0	0	0	0	0
DNOV00012361	644	995	514	429	557	314	1139	841	600	460	621
DNOV00012362	5199	7124	3598	3166	4200	2547	8804	6105	4613	3485	4420
DNOV00012363	1	0	0	0	0	2	3	2	0	0	0
DNOV00012364	82	55	44	45	44	29	102	58	42	30	38
DNOV00012365	1429	1725	1077	793	1026	647	2511	1607	1346	925	1251
DNOV00012366	696	308	553	552	210	319	687	278	392	216	199
DNOV00012367	0	0	0	0	0	0	3	0	0	0	0
DNOV00012368	196	238	185	151	101	66	211	150	126	80	101
DNOV00012369	8	0	18	9	2	11	33	7	24	7	8
DNOV00012370	305	73	319	165	71	212	370	258	261	103	137
DNOV00012371	189	94	154	104	75	105	314	139	192	104	80
DNOV00012372	1306	1240	1125	893	977	848	2289	1301	1379	1024	1138
DNOV00012373	56	85	35	51	58	40	147	99	64	38	74
DNOV00012374	1419	2098	972	884	1256	803	2307	1579	1200	873	1154
DNOV00012375	5	9	4	2	2	2	3	2	3	0	2
DNOV00012376	8	9	6	6	7	4	28	19	13	8	9
DNOV00012377	1501	2096	1243	949	1349	834	2407	1675	1169	888	1181
DNOV00012378	3	7	1	1	1	1	3	4	4	1	2
DNOV00012379	182	211	114	94	114	72	268	179	133	78	106
DNOV00012380	380	511	285	237	342	200	667	474	323	226	333
DNOV00012381	887	1252	702	512	562	378	1264	833	618	496	598
DNOV00012382	2915	4031	2183	1493	2315	1297	6162	4828	3297	2076	3145
DNOV00012383	1325	2714	804	883	1370	532	3254	3016	1475	1246	1740
DNOV00012384	181	144	149	97	89	88	254	128	131	98	90
DNOV00012385	9	10	4	6	3	4	11	14	9	2	4
DNOV00012386	6001	8101	4754	3794	5017	3445	11851	7966	6203	4819	6004
DNOV00012387	1897	2593	1536	1050	1443	998	3779	2472	1924	1525	2072
DNOV00012388	207	519	148	99	183	63	241	358	135	57	149
DNOV00015343	187	300	144	100	190	106	362	264	181	167	194
DNOV00015344	840	1187	721	521	752	479	1483	1025	915	582	850
DNOV00015345	1	0	1	0	0	0	0	1	2	2	0
DNOV00015346	2225	3111	2451	1208	2126	1843	3172	2794	2623	1406	1484
DNOV00015347	2	1	0	0	1	2	0	0	0	0	1
DNOV00015348	1076	1285	891	646	855	623	1768	1127	1037	708	817
DNOV00015349	126	149	238	95	76	106	203	152	161	52	99
DNOV00015350	0	0	0	0	0	2	0	0	0	0	0
DNOV00015351	2572	2749	1938	1551	1747	1500	3783	2197	2128	1560	1947
DNOV00015352	2123	3043	1616	1261	1902	1264	3322	2269	1738	1468	2041
DNOV00015353	777	763	527	403	554	371	1609	823	810	777	1015
DNOV00015354	1225	1393	911	866	1263	869	1864	1485	1128	812	1592
DNOV00015355	2701	3513	1933	1632	2241	1461	3710	2250	1828	1407	1819
DNOV00015356	1514	2352	872	831	1338	714	2137	1779	1075	790	997
DNOV00016467	152	262	105	60	111	41	165	189	100	56	148
DNOV00016468	5569	2548	2157	2722	2058	1833	8628	3064	3372	2925	2404
DNOV00016469	10335	9996	5036	7013	9287	6250	13572	11623	6109	6155	9117
DNOV00016470	5	6	0	3	5	3	9	6	1	0	1
DNOV00016471	8	17	1	4	6	1	13	8	4	2	0
DNOV00016472	171	331	134	89	181	90	234	230	78	105	168
DNOV00016473	193	302	107	71	131	55	193	201	78	80	129
DNOV00007355	2133	2961	1471	1385	1789	1212	3287	2234	1624	1386	1998
DNOV00007356	13	29	29	21	13	1	21	17	11	11	6
DNOV00007357	864	1071	663	672	758	592	1700	1062	828	696	958
DNOV00007358	515	783	327	335	557	275	734	586	393	300	514
DNOV00007359	156	253	86	197	85	68	183	126	79	67	125
DNOV00007360	219	205	161	191	146	123	295	225	176	141	156
DNOV00007361	416	376	424	312	190	193	522	254	278	197	179
DNOV00007362	21392	25711	16636	13630	15343	11031	33523	20110	16585	12683	16277
DNOV00007363	591	917	465	548	370	204	814	530	336	396	462
DNOV00007364	1	1	0	0	1	0	0	0	0	0	0
DNOV00007365	9	43	12	9	10	6	11	26	11	8	27
DNOV00007366	3716	4837	2800	2015	2675	1809	5349	3636	2732	2823	3545
DNOV00007367	158	303	125	161	98	25	214	168	111	82	96
DNOV00007368	1285	1464	1173	1066	1022	829	1973	1221	1085	783	877
DNOV00007369	2	13	1	13	10	1	12	9	7	0	4
DNOV00007370	3888	7354	2754	3290	3802	1635	5944	5258	2954	2478	3859
DNOV00007371	170	318	96	71	186	85	357	293	178	112	186
DNOV00007372	17	23	10	5	25	18	28	19	15	7	9
DNOV00007373	20	25	15	8	2	4	14	13	11	4	8
DNOV00007374	247	377	240	217	226	176	498	331	247	176	225
DNOV00007375	0	0	0	0	0	0	0	0	0	0	0
DNOV00007376	61	99	18	7	51	14	50	99	33	6	47
DNOV00007377	6	19	6	5	19	6	13	6	14	5	7
DNOV00007378	5	3	0	1	6	2	0	1	0	3	1
DNOV00007379	438	623	313	282	271	202	571	357	277	267	330
DNOV00007380	1941	2517	1358	1201	1687	1129	3797	2853	1990	1663	2196
DNOV00007381	2586	4255	1603	1431	2465	1032	4440	3870	2278	2054	2958
DNOV00007382	152	215	124	115	107	68	220	176	114	98	103
DNOV00007383	0	0	1	0	0	0	1	0	0	0	0
DNOV00007384	834	959	626	495	550	384	1525	901	771	543	609
DNOV00007385	159	97	132	171	23	28	188	31	81	68	19
DNOV00007386	290	629	209	272	237	92	402	355	188	155	246
DNOV00007387	28	94	8	3	24	5	18	31	5	5	34
DNOV00007388	3136	4757	2376	1761	2944	1629	5609	3949	2910	2353	3217
DNOV00007389	680	948	478	393	590	358	1100	800	605	493	600
DNOV00007390	2676	3982	3013	1318	2533	1866	3242	3494	2795	1092	2478
DNOV00007391	12	25	9	13	17	13	23	11	8	11	7
DNOV00007392	2120	2590	1523	1526	1816	1208	3376	2356	1743	1430	1862
DNOV00007393	2	2	0	2	3	0	2	0	2	0	1
DNOV00007394	49	31	33	39	27	33	102	51	44	28	39
DNOV00007395	20976	29782	14928	12097	18103	11127	36415	26658	19116	15846	21584
DNOV00007396	21	44	10	24	12	6	25	13	8	5	13
DNOV00007397	744	772	615	579	478	554	1166	588	644	605	536
DNOV00007398	633	809	538	444	489	399	1203	773	650	444	576
DNOV00007399	1284	1381	950	1057	1153	1073	2291	1135	1197	699	759
DNOV00007400	1089	919	822	905	839	653	1833	1019	918	954	1135
DNOV00007401	14188	20610	10269	8414	12010	7118	24664	16907	12328	10268	13029
DNOV00007402	531	850	374	375	491	322	1052	733	557	447	589
DNOV00007403	598	867	443	353	493	319	1094	746	558	505	682
DNOV00007404	1969	2894	1515	1381	1881	1187	1015	603	512	1310	1595
DNOV00007405	272	552	240	201	344	154	421	406	245	119	172
DNOV00007406	1488	1806	1120	894	1167	865	1852	1255	980	799	1042
DNOV00007407	923	867	585	456	610	459	1241	814	682	513	686
DNOV00007408	407	501	293	237	348	216	503	480	370	203	440
DNOV00007409	492	619	313	253	398	234	752	623	436	378	439
DNOV00007410	0	0	0	0	0	0	0	0	0	0	0
DNOV00007411	3	0	1	4	1	0	1	5	0	0	3
DNOV00007065	2271	3499	1638	1346	2310	1350	4562	2869	2282	1853	2391
DNOV00007066	579	908	436	311	571	318	852	497	370	267	324
DNOV00007067	2177	2949	1363	1131	1823	1109	3560	2489	1856	1438	1988
DNOV00007068	0	0	0	0	0	0	0	0	0	0	0
DNOV00007069	13	15	12	7	10	7	14	7	8	6	12
DNOV00007070	41	89	28	31	41	27	63	38	27	29	21
DNOV00007071	1350	992	541	545	432	383	954	336	396	300	235
DNOV00007072	46	44	24	24	16	15	29	22	18	12	7
DNOV00007073	2	1	0	0	2	0	2	0	0	0	2
DNOV00007074	1553	2275	1056	1107	1508	886	3136	2191	1528	1177	1646
DNOV00007075	2	5	0	1	0	0	4	6	3	2	6
DNOV00007076	18	14	7	1	1	4	20	7	9	4	11
DNOV00007077	9	5	4	4	2	6	2	1	4	1	3
DNOV00007078	3	1	7	0	0	0	5	0	2	0	0
DNOV00007079	0	0	0	0	0	0	0	0	0	0	0
DNOV00007080	64	35	32	12	18	6	45	171	66	11	69
DNOV00007081	2	0	0	1	1	0	0	2	0	0	0
DNOV00007082	167	207	88	101	120	40	55	71	20	32	22
DNOV00007083	7	4	2	1	4	0	2	4	0	2	0
DNOV00007084	388	1041	263	139	508	116	352	618	154	94	220
DNOV00007085	290	416	212	148	200	141	367	233	176	116	256
DNOV00007086	0	2	0	0	0	0	0	0	0	0	1
DNOV00007087	913	1078	659	527	673	476	1600	914	821	579	849
DNOV00007088	1160	1135	1460	550	612	743	1440	742	1226	532	591
DNOV00007089	2	1	0	0	1	2	3	1	1	0	0
DNOV00007090	1	1	0	1	1	1	2	1	0	0	0
DNOV00007091	3024	3783	2333	1784	2489	1838	6326	3855	3177	2554	2572
DNOV00007092	9	8	5	4	0	3	4	4	8	1	0
DNOV00007093	207	249	116	130	109	54	292	100	73	125	51
DNOV00007094	4152	4872	1985	2399	2114	1193	6082	2048	1665	2542	739
DNOV00007095	600	4995	77	99	737	44	1184	962	105	132	272
DNOV00007096	6	52	2	4	20	2	14	20	4	3	5
DNOV00007097	2	6	1	7	0	5	12	11	8	2	0
DNOV00007098	4	11	5	1	3	0	8	4	3	1	4
DNOV00007099	647	1019	476	396	623	340	951	676	459	359	441
DNOV00007100	20	17	9	16	10	16	69	32	24	14	22
DNOV00007101	0	0	0	2	0	1	2	0	0	0	0
DNOV00007102	131	96	80	123	96	79	201	89	104	125	162
DNOV00007103	2	0	0	0	0	0	0	0	0	0	0
DNOV00007104	915	1316	759	599	851	569	1886	1305	958	864	1131
DNOV00007105	111	102	64	26	54	35	106	53	76	17	27
DNOV00007106	388	390	200	192	238	196	416	291	224	123	155
DNOV00007107	2166	2552	1526	1593	1812	1290	4402	2681	2334	1925	2117
DNOV00007108	804	967	645	355	560	433	931	646	532	301	540
DNOV00007109	51	61	3	6	3	1	28	8	2	2	3
DNOV00007110	5	13	2	2	10	1	5	15	0	6	1
DNOV00007111	5520	7681	3577	3460	4272	2836	6752	4130	3043	3238	4072
DNOV00007112	2203	4269	1453	1864	1970	842	3516	2710	1654	1380	1910
DNOV00007113	0	0	0	0	2	0	2	1	0	22	1
DNOV00007114	2101	2000	1544	1967	1724	1492	3672	2239	1912	2047	2480
DNOV00007115	6	7	3	21	6	2	14	6	3	15	11
DNOV00007116	954	788	454	621	526	345	1312	621	642	721	434
DNOV00007117	0	8	0	0	4	0	0	3	1	1	2
DNOV00007118	820	913	446	440	529	389	1061	747	525	469	555
DNOV00007119	0	0	1	0	1	0	1	3	0	0	0
DNOV00007120	590	417	376	633	291	351	951	393	418	357	234
DNOV00007121	351	324	255	262	244	240	465	305	278	200	229
DNOV00007122	1865	3209	1403	1030	1974	994	3338	2313	1763	1156	1692
DNOV00007123	0	0	0	0	0	0	1	0	1	1	0
DNOV00007124	5	12	2	4	4	1	9	15	0	0	4
DNOV00007125	1	0	0	0	0	0	4	3	1	1	0
DNOV00007126	28	59	8	4	18	0	24	43	6	13	31
DNOV00007127	16	17	4	10	9	7	31	10	13	6	12
DNOV00007128	62	76	31	37	50	27	81	65	35	20	37
DNOV00007129	47	55	15	28	40	13	60	45	27	28	26
DNOV00007130	13	17	9	9	14	6	8	7	1	4	4
DNOV00007131	78	62	43	49	45	30	75	54	30	28	29
DNOV00007132	100	146	55	67	89	56	114	100	64	42	40
DNOV00007133	730	1009	462	386	541	425	1370	773	717	412	474
DNOV00007134	31	47	28	12	32	19	70	41	30	22	23
DNOV00016111	723	782	413	294	486	294	1102	451	493	367	353
DNOV00016112	1065	1465	793	574	798	536	1417	805	738	653	841
DNOV00016113	158	168	135	115	96	85	260	157	149	70	106
DNOV00016114	397	617	381	310	440	339	592	387	355	233	249
DNOV00016115	0	0	0	0	0	0	0	0	1	1	0
DNOV00016116	21	21	25	12	28	19	27	16	10	10	24
DNOV00016117	83	154	84	80	58	45	186	134	116	48	78
DNOV00016118	5	1	4	1	3	0	8	4	2	6	3
DNOV00016119	1993	1093	1499	1467	924	1215	3325	1597	1874	1358	1295
DNOV00016120	2098	2221	1502	1220	1442	1113	3779	2219	1970	1553	1695
DNOV00016121	1072	1393	852	599	684	611	1265	612	699	450	532
DNOV00016122	348	360	279	262	242	218	676	320	349	248	317
DNOV00011911	17	6	3	16	10	12	39	6	18	9	7
DNOV00011912	6	4	9	6	0	2	5	2	2	4	2
DNOV00011913	62	25	48	66	34	29	120	31	57	47	17
DNOV00011914	0	1	1	4	0	0	0	0	0	1	0
DNOV00011915	76	112	44	65	28	12	117	87	32	44	43
DNOV00011916	363	483	224	210	285	117	482	347	233	185	239
DNOV00011917	3958	3081	2948	3590	1685	1624	5462	2644	2604	2089	2347
DNOV00011918	30	20	22	36	21	27	68	16	28	24	18
DNOV00011919	1983	2715	1233	1317	1828	1025	3086	2234	1444	1108	1408
DNOV00011920	0	0	0	0	0	0	0	0	0	0	0
DNOV00011921	3	3	3	5	1	1	2	1	1	0	1
DNOV00011922	171	188	102	81	91	80	222	158	93	90	84
DNOV00011923	32	44	25	6	10	5	58	19	19	14	19
DNOV00011924	784	1257	571	530	795	490	1385	977	734	506	766
DNOV00011925	14	19	5	8	12	1	9	7	6	2	4
DNOV00011926	4	5	1	4	0	3	6	3	1	4	2
DNOV00011927	18	5	8	12	12	9	47	9	15	28	13
DNOV00011928	4	5	7	11	6	9	32	4	13	18	15
DNOV00011929	18	3	9	19	7	15	49	16	19	19	8
DNOV00011930	333	266	250	239	186	230	642	225	309	327	290
DNOV00011931	675	797	460	422	502	374	1044	687	517	415	521
DNOV00011932	1252	1675	914	878	1299	901	2513	1692	1326	969	1286
DNOV00011933	352	386	293	257	307	306	568	321	272	194	226
DNOV00011934	21	29	36	10	11	24	41	31	38	25	25
DNOV00011935	11	58	12	9	47	47	55	84	63	32	133
DNOV00011936	15	4	8	5	3	5	15	19	10	8	6
DNOV00011937	26	18	16	10	14	9	24	12	18	12	15
DNOV00011938	1492	2517	937	833	1575	661	2412	1983	1089	902	1029
DNOV00011939	2207	3072	1498	1393	1993	1191	3092	2310	1707	1256	1664
DNOV00011940	246	285	164	130	166	146	446	235	247	160	195
DNOV00011941	336	492	269	264	326	205	699	487	395	268	344
DNOV00011942	3408	4331	2472	2518	2780	2077	4369	2864	2318	1793	2350
DNOV00011943	715	1433	507	424	910	444	1000	1183	650	288	993
DNOV00011944	449	432	318	286	298	235	777	447	425	354	393
DNOV00011945	311	339	284	247	250	207	589	332	286	231	257
DNOV00011946	507	142	388	845	216	442	780	180	479	261	250
DNOV00011947	1120	994	603	745	600	438	1387	816	698	551	556
DNOV00008529	169	318	105	109	152	69	267	220	93	72	135
DNOV00008530	213	304	182	127	159	78	323	214	161	130	147
DNOV00008531	220	348	128	149	226	115	415	310	191	158	209
DNOV00008532	47	40	62	11	13	6	29	28	22	4	10
DNOV00008533	1888	2622	1428	1323	1447	855	3026	2106	1558	1131	1522
DNOV00008534	2043	3657	1454	1356	2056	1036	3535	2920	1805	1319	1917
DNOV00008535	50	109	39	44	30	24	71	61	35	25	46
DNOV00008536	637	1024	438	357	471	292	916	724	446	388	633
DNOV00008537	373	755	223	275	380	123	501	550	212	244	434
DNOV00008538	667	795	449	382	562	340	909	685	529	355	497
DNOV00008539	963	954	723	796	884	648	2303	1615	1317	880	1189
DNOV00008540	1457	1925	1075	866	1294	740	2306	1578	1141	924	1192
DNOV00008541	3171	4144	2159	2001	2609	1760	5170	3694	2618	2220	2975
DNOV00008542	947	1475	652	518	830	478	1255	910	690	526	783
DNOV00008543	27	21	18	5	10	2	18	13	9	11	20
DNOV00008544	1718	3758	1145	822	2408	906	2181	3049	1301	899	2249
DNOV00008545	11	10	20	17	3	7	16	10	1	7	3
DNOV00008546	2027	2152	1302	1137	1312	1080	2990	1739	1482	1143	1254
DNOV00008547	75	125	40	47	56	44	165	106	96	69	74
DNOV00008548	0	1	0	0	2	0	1	0	0	0	0
DNOV00008549	446	584	311	310	421	317	746	493	351	303	379
DNOV00008550	342	446	273	191	268	167	522	336	275	215	333
DNOV00008551	438	671	266	293	407	239	790	529	371	290	455
DNOV00008552	623	706	435	305	413	273	966	613	475	360	438
DNOV00008553	3876	5858	2531	2119	3642	1920	5891	4679	2922	2449	3628
DNOV00008554	430	524	322	345	496	356	1169	753	639	489	584
DNOV00008555	3	7	1	4	7	2	4	9	4	2	1
DNOV00008556	1054	1229	798	640	807	647	1802	1172	973	778	913
DNOV00008557	18	159	29	24	40	9	49	80	19	19	37
DNOV00008558	1849	2603	1346	1156	1723	1066	2900	1905	1496	1093	1563
DNOV00008559	1979	2985	1614	1536	1876	1309	2835	1950	1308	1071	1454
DNOV00008560	4	2	1	0	2	1	4	2	2	0	0
DNOV00008561	501	671	358	345	421	282	790	524	411	295	408
DNOV00008562	5209	7151	3494	2995	4222	2029	8007	6531	3879	3603	5010
DNOV00008563	0	0	0	0	0	0	0	0	0	0	0
DNOV00008564	13717	14634	10259	7923	9430	6544	23379	13597	11326	8479	9201
DNOV00008565	22	19	6	14	13	7	21	12	7	5	7
DNOV00008566	881	1119	644	582	855	665	1626	947	787	676	803
DNOV00008567	3548	6540	2287	1740	3763	1691	6960	5586	3444	2918	4246
DNOV00008568	103	122	95	56	104	55	142	79	77	83	89
DNOV00008569	1	0	1	2	0	0	2	1	0	2	0
DNOV00008570	70	58	43	39	50	29	93	54	45	46	47
DNOV00008571	177	198	114	89	137	69	207	155	98	96	131
DNOV00008572	1205	1673	886	723	1029	618	1712	1182	889	787	975
DNOV00008573	1445	1970	945	883	1210	772	2587	1875	1304	1017	1315
DNOV00008574	0	0	0	0	0	0	0	0	0	0	0
DNOV00008575	0	0	0	0	0	0	0	0	0	0	0
DNOV00008576	1217	1120	1049	910	713	635	2309	1251	1089	829	955
DNOV00008577	1	0	0	0	0	0	0	0	1	0	0
DNOV00008578	552	899	349	340	536	256	920	785	473	422	558
DNOV00012803	10	3	11	7	3	0	16	7	7	4	8
DNOV00012804	552	507	415	361	348	340	648	409	446	287	316
DNOV00012805	201	195	273	112	126	174	195	120	195	80	69
DNOV00012806	288	301	402	164	243	283	400	327	476	184	177
DNOV00012807	0	0	0	0	0	0	0	0	0	0	0
DNOV00012808	280	327	200	169	182	128	377	243	239	120	163
DNOV00012809	583	779	445	312	418	317	1066	758	530	421	575
DNOV00012810	0	0	0	0	0	0	1	0	0	0	0
DNOV00012811	0	0	0	0	0	0	0	0	0	1	0
DNOV00012812	1207	1506	849	756	995	799	1821	1119	895	599	869
DNOV00012813	0	0	0	0	0	0	0	0	0	0	0
DNOV00012814	0	2	0	1	0	1	0	1	0	2	1
DNOV00012815	0	0	0	0	0	2	0	0	0	1	0
DNOV00012816	61	45	44	72	37	64	143	56	88	72	89
DNOV00012817	1233	1333	972	846	914	813	1739	1294	1152	958	1172
DNOV00012818	46	64	52	27	28	18	41	40	22	29	39
DNOV00012819	1069	757	1016	946	606	743	2016	959	1270	913	883
DNOV00012820	53	43	18	21	10	6	15	10	5	3	2
DNOV00012821	2	3	0	1	0	1	0	0	0	0	0
DNOV00015567	853	1045	614	587	720	497	1753	955	790	685	726
DNOV00015568	2056	2472	1321	1285	1555	1092	3408	1980	1650	1355	1623
DNOV00015569	428	526	294	258	349	238	530	323	249	180	248
DNOV00015570	3633	5139	2534	2333	3412	2191	6854	4169	3361	2815	3535
DNOV00015571	686	852	473	383	544	409	993	740	536	420	609
DNOV00015572	1353	2016	861	759	1250	691	2510	1877	1231	1176	1539
DNOV00015573	181	219	145	155	210	151	307	198	208	152	198
DNOV00015574	1009	973	781	944	744	903	1688	863	907	707	903
DNOV00015575	9	10	6	9	9	9	18	6	6	13	11
DNOV00015576	3	0	2	3	1	7	5	5	5	3	3
DNOV00015577	8	2	2	6	2	5	8	0	2	8	1
DNOV00015578	238	158	171	141	129	98	317	209	171	179	118
DNOV00015579	680	561	471	448	391	324	1200	628	599	567	524
DNOV00017872	9	1	4	5	2	1	6	3	5	2	3
DNOV00017873	5	1	5	5	0	1	8	0	4	3	5
DNOV00017874	17	8	4	11	12	5	29	9	3	36	14
DNOV00017875	130	34	114	129	55	95	84	23	20	52	16
DNOV00018366	298	29	326	194	83	260	291	31	136	94	18
DNOV00018367	0	0	0	0	0	0	12	2	7	8	7
DNOV00018368	5	1	0	0	1	1	14	4	11	5	2
DNOV00018369	17	8	7	15	3	13	38	13	25	23	22
DNOV00015689	4422	7305	3143	2521	4310	2326	8332	6356	4459	3431	5253
DNOV00015690	2418	2820	1576	1441	1891	1234	3843	2408	1914	1468	1905
DNOV00015691	11	22	5	6	4	1	18	20	6	3	21
DNOV00015692	35	77	25	9	19	5	63	65	35	26	47
DNOV00015693	51	66	11	8	24	5	42	50	14	16	37
DNOV00015694	2329	2946	1717	1352	1852	1349	3829	2450	1876	1410	1918
DNOV00015695	94	268	92	84	68	29	89	131	28	30	65
DNOV00015696	24	78	16	12	25	4	25	51	4	15	30
DNOV00015697	0	2	0	0	0	0	0	1	0	0	0
DNOV00015698	1	1	1	1	5	0	3	1	2	7	0
DNOV00015699	1	4	1	2	18	0	1	0	0	0	0
DNOV00015700	0	7	0	0	5	0	0	1	1	1	0
DNOV00015701	2353	3230	1698	1315	1925	1165	4229	2915	2259	1738	2387
DNOV00015702	146	251	118	92	134	79	185	145	78	71	111
DNOV00015703	615	821	383	340	497	296	1167	714	576	440	660
DNOV00014946	2	2	0	0	0	0	1	1	0	0	0
DNOV00014947	1821	2657	1322	1116	1666	976	2469	1568	1348	1084	1530
DNOV00014948	2497	3060	1727	1579	2010	1450	6030	3594	3033	1817	2507
DNOV00014949	214	307	173	108	190	123	294	240	224	86	127
DNOV00014950	1125	1174	861	864	758	647	1346	727	674	826	966
DNOV00014951	667	727	476	340	334	271	1251	647	609	364	464
DNOV00014952	211	206	124	98	116	92	479	219	234	163	148
DNOV00014953	0	0	0	0	0	0	0	0	0	0	0
DNOV00014954	1377	1859	1049	1045	796	936	2696	949	1503	684	492
DNOV00014955	12	12	7	7	0	5	37	12	28	4	8
DNOV00014956	742	137	540	691	116	326	429	50	242	223	76
DNOV00014957	517	514	215	541	226	250	545	208	212	603	436
DNOV00014958	486	484	327	246	257	216	410	162	197	270	326
DNOV00014959	1	1	0	0	0	0	3	1	1	0	1
DNOV00014960	16	2	3	8	2	7	2	1	6	2	0
DNOV00014961	7955	3492	7928	5852	2815	5126	12229	4536	7542	4535	3808
DNOV00014962	187	101	190	147	77	101	264	82	153	80	66
DNOV00014963	0	0	0	0	0	0	0	0	0	0	0
DNOV00017864	132	101	43	30	91	43	101	67	29	42	150
DNOV00017865	1263	1808	804	777	1182	703	1443	906	683	615	816
DNOV00017866	58	64	35	44	57	32	85	49	43	55	46
DNOV00017867	1210	1583	862	711	1008	623	2213	1472	1072	809	1167
DNOV00017868	0	0	0	0	0	0	0	0	0	0	0
DNOV00017869	0	0	0	0	0	0	0	0	0	0	0
DNOV00017870	0	0	1	1	0	0	0	2	0	0	2
DNOV00017871	1837	2182	1993	1347	1249	1624	2474	1450	1750	1191	1112
DNOV00009618	1	1	2	0	0	0	6	2	0	1	1
DNOV00009619	588	976	457	366	554	266	1435	945	655	594	842
DNOV00009620	536	560	406	251	347	298	689	428	408	187	340
DNOV00009621	151	200	122	94	138	90	278	154	136	123	165
DNOV00009622	589	704	480	448	460	408	1308	685	701	553	564
DNOV00009623	2339	3239	1586	1438	1969	1395	4040	2659	2111	1523	1965
DNOV00009624	4479	7040	2941	2782	4182	2468	7291	5010	3654	2967	4252
DNOV00009625	219	317	159	118	195	113	446	298	213	175	228
DNOV00009626	34	26	2	5	7	0	53	12	0	32	11
DNOV00009627	46	26	119	53	19	58	242	17	19	74	14
DNOV00009628	1	0	0	0	0	0	1	0	0	2	0
DNOV00009629	3342	942	1505	2272	721	1119	5967	1039	2036	2632	1028
DNOV00009630	5660	9508	3294	2880	5800	2614	11319	8958	5578	4771	7476
DNOV00009631	900	854	707	642	513	577	1453	735	790	501	516
DNOV00009632	5	5	6	3	1	1	14	7	5	3	2
DNOV00009633	14	20	17	11	7	8	29	11	10	6	5
DNOV00009634	898	1232	704	598	783	505	1496	969	770	649	769
DNOV00009635	66	96	54	42	81	46	97	95	65	38	104
DNOV00009636	49	55	29	31	37	22	30	47	32	11	43
DNOV00009637	706	1090	476	417	609	292	776	765	389	322	633
DNOV00009638	2	2	0	0	0	0	0	0	0	0	0
DNOV00009639	1	3	0	0	1	0	1	1	2	1	1
DNOV00009640	817	1149	577	463	641	396	1453	932	665	628	733
DNOV00009641	21	31	6	19	16	2	13	12	4	1	2
DNOV00009642	122	200	53	55	86	34	131	89	47	40	52
DNOV00009643	460	746	306	234	452	240	680	497	312	184	379
DNOV00009644	1088	1415	731	734	927	690	1293	785	618	371	491
DNOV00009645	5	13	10	4	4	7	17	12	8	9	13
DNOV00009646	36	49	17	13	45	18	77	40	26	36	99
DNOV00009647	3074	4654	2263	1947	3146	1915	3584	2643	1827	1409	2118
DNOV00009648	118	200	92	52	107	57	167	171	106	50	161
DNOV00009649	121	191	74	64	85	69	208	164	109	45	153
DNOV00009650	272	106	206	305	91	212	387	131	241	182	231
DNOV00009651	340	484	245	259	417	256	651	523	388	237	418
DNOV00009652	633	129	442	512	201	301	923	328	486	317	328
DNOV00009653	151	129	117	94	108	87	224	125	112	98	125
DNOV00009654	3261	5032	2018	1989	3504	1732	5486	3983	2935	2373	3702
DNOV00009655	594	758	434	340	413	261	849	565	403	332	432
DNOV00009656	103	18	52	58	16	41	116	9	41	90	30
DNOV00009657	2069	2607	1444	1192	1602	1173	3618	2240	1838	1377	1713
DNOV00009658	597	822	427	324	589	382	895	688	528	328	556
DNOV00009659	0	3	0	0	1	0	0	2	1	0	0
DNOV00009660	69	95	19	12	50	17	30	74	33	8	28
DNOV00009661	107	162	38	20	104	35	80	144	63	8	48
DNOV00009662	4452	4808	3536	1889	2568	2239	5457	2600	2950	1996	1807
DNOV00009663	0	0	0	0	0	0	0	0	0	0	0
DNOV00009664	3	4	2	2	1	2	3	3	2	4	1
DNOV00009665	0	0	0	0	1	0	1	0	0	1	0
DNOV00009666	167	327	65	65	166	24	142	357	28	30	209
DNOV00011162	9	6	4	5	1	0	16	1	5	4	7
DNOV00011163	196	126	187	87	60	65	299	185	143	142	62
DNOV00011164	414	444	324	242	310	228	648	393	330	285	390
DNOV00011165	5	0	1	3	1	1	3	1	1	0	2
DNOV00011166	460	517	363	311	328	250	875	478	402	319	455
